Date,Name,Expense,Amount
2024-11-16,Salary Deposit,Income,882.87
2024-07-23,McDonald's,Expense,920.68
2023-06-26,Netflix,Expense,723.22
2022-02-25,Salary Deposit,Income,72.17
2022-08-05,Salary Deposit,Income,774.84
2024-05-11,Walmart,Expense,927.12
2023-05-31,Amazon,Expense,915.35
2023-04-04,Phone Company,Expense,999.77
2022-04-22,CVS Pharmacy,Expense,582.69
2022-03-04,Salary Deposit,Income,889.15
2023-01-16,Salary Deposit,Income,149.16
2023-12-17,Misc Income,Income,894.47
2024-04-04,Shell Gas,Expense,791.15
2023-03-29,Salary Deposit,Income,86.69
2023-02-25,Salary Deposit,Income,371.68
2022-07-31,Salary Deposit,Income,588.67
2023-05-22,Starbucks,Expense,804.35
2024-11-26,Salary Deposit,Income,315.18
2023-09-20,Salary Deposit,Income,615.34
2023-06-18,Misc Income,Income,629.02
2022-11-24,Internet Provider,Expense,403.94
2024-01-08,Salary Deposit,Income,24.99
2023-05-18,Walgreens,Expense,668.56
2023-09-18,Electric Company,Expense,984.73
2023-09-20,Netflix,Expense,355.36
2023-04-18,Misc Income,Income,653.09
2023-04-14,Starbucks,Expense,943.06
2022-09-19,Salary Deposit,Income,190.66
2024-03-16,Walmart,Expense,696.38
2022-06-29,Salary Deposit,Income,291.93
2022-04-21,Car Insurance,Expense,154.48
2023-01-09,Starbucks,Expense,30.72
2023-07-28,Misc Income,Income,348.79
2022-06-09,Costco,Expense,229.18
2022-01-15,Salary Deposit,Income,339.16
2022-04-05,Salary Deposit,Income,56.88
2024-07-16,Rent Payment,Expense,237.71
2023-04-15,CVS Pharmacy,Expense,831.19
2022-05-23,Salary Deposit,Income,226.77
2024-02-21,Salary Deposit,Income,602.35
2024-04-30,Spotify,Expense,237.3
2024-11-21,Salary Deposit,Income,451.23
2022-01-24,Amazon,Expense,580.84
2022-09-01,Salary Deposit,Income,329.18
2023-05-30,Water Utility,Expense,363.34
2023-10-16,Salary Deposit,Income,716.2
2022-05-01,Salary Deposit,Income,14.75
2024-12-09,Salary Deposit,Income,286.7
2023-03-01,Salary Deposit,Income,154.21
2024-03-23,Phone Company,Expense,88.76
2024-02-14,Misc Income,Income,419.42
2022-01-14,Salary Deposit,Income,200.83
2023-12-29,Walmart,Expense,40.41
2022-11-29,Salary Deposit,Income,249.75
2022-05-17,Salary Deposit,Income,211.1
2024-05-17,Walgreens,Expense,524.64
2022-08-29,McDonald's,Expense,648.55
2023-11-16,Target,Expense,644.34
2024-07-15,Health Insurance,Expense,478.51
2024-02-23,Apple Store,Expense,833.57
2022-05-22,Salary Deposit,Income,338.91
2024-10-24,Spotify,Expense,508.46
2024-08-30,Salary Deposit,Income,409.98
2024-11-16,Salary Deposit,Income,808.59
2023-12-01,Salary Deposit,Income,947.93
2023-06-30,Misc Income,Income,463.33
2023-11-09,Apple Store,Expense,255.47
2022-07-10,Spotify,Expense,297.56
2022-06-09,Electric Company,Expense,53.86
2024-04-12,Salary Deposit,Income,712.83
2024-11-03,Car Insurance,Expense,584.27
2024-10-21,Salary Deposit,Income,466.66
2024-04-05,Uber,Expense,216.24
2024-01-06,Amazon,Expense,112.57
2022-09-18,Salary Deposit,Income,631.52
2024-02-20,Salary Deposit,Income,469.35
2024-11-28,Electric Company,Expense,122.85
2022-10-12,Salary Deposit,Income,542.73
2022-07-14,Salary Deposit,Income,651.24
2024-12-18,Salary Deposit,Income,799.58
2022-09-13,Walgreens,Expense,613.21
2024-12-22,Uber,Expense,840.01
2023-12-04,Salary Deposit,Income,535.58
2024-06-17,Salary Deposit,Income,760.1
2023-09-15,Salary Deposit,Income,882.62
2023-12-11,Salary Deposit,Income,287.81
2023-06-23,Shell Gas,Expense,187.11
2022-11-25,Salary Deposit,Income,473.74
2023-09-15,Salary Deposit,Income,81.96
2023-11-18,Salary Deposit,Income,127.93
2023-09-14,Salary Deposit,Income,380.66
2022-06-22,Salary Deposit,Income,901.67
2024-06-16,Home Depot,Expense,506.79
2024-09-19,Salary Deposit,Income,887.12
2024-10-24,Electric Company,Expense,678.26
2022-02-01,Salary Deposit,Income,709.58
2023-08-11,Costco,Expense,987.65
2023-11-29,Salary Deposit,Income,547.14
2022-08-09,Amazon,Expense,75.88
2023-12-11,Best Buy,Expense,66.03
2024-01-31,Salary Deposit,Income,446.36
2022-01-06,Salary Deposit,Income,344.62
2024-07-12,Apple Store,Expense,97.26
2024-01-30,CVS Pharmacy,Expense,797.43
2023-09-15,Best Buy,Expense,325.83
2023-11-01,Salary Deposit,Income,417.87
2022-07-04,Walgreens,Expense,620.08
2022-02-20,Spotify,Expense,890.13
2024-07-16,Salary Deposit,Income,56.13
2022-03-10,Amazon,Expense,581.35
2022-09-06,Home Depot,Expense,440.57
2024-04-27,Amazon,Expense,697.92
2023-09-22,Costco,Expense,287.86
2022-04-17,Salary Deposit,Income,749.35
2022-12-29,Spotify,Expense,852.43
2022-04-24,Apple Store,Expense,457.72
2024-01-19,Salary Deposit,Income,71.71
2024-02-09,Salary Deposit,Income,333.64
2024-01-19,CVS Pharmacy,Expense,272.26
2022-12-07,Salary Deposit,Income,246.97
2022-12-02,Salary Deposit,Income,162.58
2022-03-04,Home Depot,Expense,861.97
2023-10-31,Netflix,Expense,596.57
2022-08-24,Salary Deposit,Income,103.96
2023-09-15,Netflix,Expense,686.89
2023-09-10,Rent Payment,Expense,578.86
2023-01-08,Salary Deposit,Income,449.01
2022-09-28,Water Utility,Expense,669.39
2024-06-01,Best Buy,Expense,585.21
2023-01-01,Starbucks,Expense,433.24
2023-02-26,Salary Deposit,Income,878.9
2022-08-08,Misc Income,Income,782.08
2022-08-08,Salary Deposit,Income,654.55
2024-08-19,Salary Deposit,Income,729.15
2022-07-04,Salary Deposit,Income,744.14
2022-09-25,Salary Deposit,Income,235.22
2022-03-18,Netflix,Expense,120.59
2022-08-18,Salary Deposit,Income,972.05
2023-04-08,Walgreens,Expense,890.34
2023-11-19,Salary Deposit,Income,969.48
2024-11-18,Salary Deposit,Income,747.1
2022-09-16,Home Depot,Expense,478.6
2023-10-31,Misc Income,Income,240.26
2022-09-16,Phone Company,Expense,181.29
2024-03-29,Car Insurance,Expense,325.57
2024-09-07,McDonald's,Expense,185.45
2022-06-05,Kroger,Expense,227.56
2022-12-11,Kroger,Expense,511.28
2022-12-25,Misc Income,Income,904.72
2023-03-14,Salary Deposit,Income,235.7
2024-11-26,Best Buy,Expense,153.56
2023-01-02,Amazon,Expense,551.22
2022-02-09,Spotify,Expense,710.28
2024-02-16,Target,Expense,408.23
2024-05-22,Amazon,Expense,794.34
2024-10-30,Netflix,Expense,381.01
2022-12-07,Salary Deposit,Income,352.94
2024-07-02,Salary Deposit,Income,851.07
2023-03-19,Salary Deposit,Income,250.5
2024-04-15,Salary Deposit,Income,794.21
2023-03-15,Misc Income,Income,151.6
2022-12-07,Salary Deposit,Income,947.6
2023-03-30,Salary Deposit,Income,880.27
2023-05-19,Amazon,Expense,899.78
2023-03-23,Apple Store,Expense,433.0
2023-10-17,Salary Deposit,Income,824.78
2024-03-08,Salary Deposit,Income,963.89
2023-12-03,Salary Deposit,Income,12.68
2024-12-05,Misc Income,Income,682.69
2023-01-15,Misc Income,Income,477.89
2022-04-12,Salary Deposit,Income,79.42
2023-03-04,Salary Deposit,Income,559.91
2023-02-14,Car Insurance,Expense,454.94
2024-08-06,CVS Pharmacy,Expense,582.13
2022-01-09,Starbucks,Expense,33.99
2024-04-06,Misc Income,Income,461.22
2022-11-13,Salary Deposit,Income,695.98
2022-05-27,Water Utility,Expense,946.64
2023-08-07,Amazon,Expense,811.86
2023-04-07,Kroger,Expense,162.28
2022-11-30,Salary Deposit,Income,363.17
2024-01-20,Salary Deposit,Income,378.25
2022-02-16,Apple Store,Expense,38.79
2024-03-26,Salary Deposit,Income,884.61
2022-12-26,Kroger,Expense,473.01
2022-05-13,Salary Deposit,Income,984.17
2024-01-29,Salary Deposit,Income,496.27
2023-08-18,Salary Deposit,Income,11.25
2024-07-03,Salary Deposit,Income,217.6
2023-05-11,Uber,Expense,447.08
2024-08-03,Internet Provider,Expense,96.74
2023-05-31,Salary Deposit,Income,406.49
2024-02-29,Uber,Expense,405.28
2023-07-18,Shell Gas,Expense,742.24
2024-09-17,Apple Store,Expense,751.22
2023-07-19,CVS Pharmacy,Expense,724.98
2023-06-12,Kroger,Expense,55.52
2023-05-23,Salary Deposit,Income,2.99
2023-02-12,Shell Gas,Expense,439.37
2024-02-17,Spotify,Expense,362.7
2023-12-28,Target,Expense,437.68
2022-08-14,Target,Expense,435.96
2022-08-15,Misc Income,Income,509.27
2023-04-13,McDonald's,Expense,86.72
2023-06-24,Costco,Expense,736.5
2023-07-06,Target,Expense,863.8
2022-05-09,Starbucks,Expense,161.27
2024-04-11,Salary Deposit,Income,400.95
2022-08-17,Netflix,Expense,676.76
2024-07-24,Salary Deposit,Income,202.04
2024-03-14,CVS Pharmacy,Expense,339.06
2023-07-01,Salary Deposit,Income,769.47
2022-08-14,Salary Deposit,Income,602.95
2024-03-31,Walmart,Expense,842.73
2024-09-13,Water Utility,Expense,237.87
2023-10-02,Salary Deposit,Income,975.52
2022-12-05,Home Depot,Expense,101.5
2022-01-21,Misc Income,Income,790.47
2023-12-14,CVS Pharmacy,Expense,322.48
2022-01-06,Walgreens,Expense,169.08
2022-06-06,Spotify,Expense,828.69
2024-03-10,Salary Deposit,Income,182.74
2024-03-26,Misc Income,Income,50.54
2023-10-03,Salary Deposit,Income,324.85
2023-06-25,Phone Company,Expense,797.41
2022-05-23,Car Insurance,Expense,851.72
2023-02-12,Uber,Expense,649.06
2024-06-07,Salary Deposit,Income,701.97
2022-09-11,Target,Expense,861.22
2024-07-30,Salary Deposit,Income,332.04
2023-04-30,Uber,Expense,573.51
2023-12-29,Salary Deposit,Income,644.94
2023-10-05,Walgreens,Expense,227.74
2024-02-10,Shell Gas,Expense,691.43
2023-12-16,Salary Deposit,Income,361.33
2023-01-13,Salary Deposit,Income,13.98
2024-01-08,Salary Deposit,Income,231.12
2024-01-28,Misc Income,Income,90.64
2023-07-14,Kroger,Expense,657.84
2022-03-20,Salary Deposit,Income,268.64
2022-04-19,Misc Income,Income,634.46
2024-05-24,Salary Deposit,Income,531.28
2022-10-20,Gym Membership,Expense,879.36
2024-05-09,Salary Deposit,Income,234.96
2024-04-30,McDonald's,Expense,33.5
2022-12-13,Salary Deposit,Income,431.9
2023-07-08,Salary Deposit,Income,503.53
2023-04-14,Netflix,Expense,991.38
2023-07-11,Salary Deposit,Income,953.53
2023-05-13,Misc Income,Income,331.61
2023-11-07,Misc Income,Income,974.52
2023-05-24,Internet Provider,Expense,86.76
2023-11-11,Salary Deposit,Income,747.54
2022-12-29,Costco,Expense,818.3
2023-09-03,Home Depot,Expense,176.18
2023-07-09,Salary Deposit,Income,367.97
2024-12-01,Salary Deposit,Income,219.13
2023-06-11,Gym Membership,Expense,873.54
2023-09-03,Salary Deposit,Income,711.29
2024-01-07,Spotify,Expense,413.5
2022-05-31,Salary Deposit,Income,922.36
2022-08-26,Rent Payment,Expense,330.29
2024-07-22,Amazon,Expense,778.7
2024-09-22,Misc Income,Income,340.71
2024-12-29,Kroger,Expense,506.91
2024-08-03,Phone Company,Expense,719.8
2024-02-16,Salary Deposit,Income,819.84
2024-07-06,Spotify,Expense,117.47
2024-10-11,Netflix,Expense,37.16
2023-08-23,Salary Deposit,Income,890.62
2024-07-08,Salary Deposit,Income,299.03
2022-04-17,Salary Deposit,Income,469.62
2023-04-16,Salary Deposit,Income,776.24
2022-09-08,Salary Deposit,Income,766.28
2022-08-24,Walmart,Expense,194.77
2023-02-20,Amazon,Expense,121.56
2023-12-29,McDonald's,Expense,572.03
2024-03-22,Salary Deposit,Income,837.63
2023-04-08,Salary Deposit,Income,773.21
2022-05-22,Salary Deposit,Income,470.96
2024-10-03,Misc Income,Income,788.3
2022-07-07,Salary Deposit,Income,255.02
2024-12-30,Salary Deposit,Income,498.71
2023-12-23,Costco,Expense,438.84
2024-03-12,Amazon,Expense,685.34
2024-11-22,Electric Company,Expense,966.0
2022-09-16,Amazon,Expense,804.27
2023-10-10,Salary Deposit,Income,596.69
2024-12-26,Salary Deposit,Income,229.79
2023-04-12,Car Insurance,Expense,341.26
2024-01-15,Walmart,Expense,42.48
2024-05-28,Salary Deposit,Income,539.65
2022-12-29,Salary Deposit,Income,945.93
2024-08-03,Salary Deposit,Income,790.49
2024-11-24,McDonald's,Expense,120.78
2023-12-17,Shell Gas,Expense,225.85
2022-12-29,Amazon,Expense,258.39
2023-09-27,Salary Deposit,Income,855.41
2024-11-25,Water Utility,Expense,722.99
2022-09-20,Misc Income,Income,994.07
2023-04-22,Shell Gas,Expense,579.88
2024-02-28,Salary Deposit,Income,486.61
2022-12-08,Walgreens,Expense,234.33
2024-02-22,Salary Deposit,Income,118.6
2022-05-19,Phone Company,Expense,959.11
2022-01-10,Best Buy,Expense,894.29
2024-08-14,Salary Deposit,Income,383.91
2022-01-06,Phone Company,Expense,397.27
2022-08-03,Salary Deposit,Income,198.92
2024-08-01,Home Depot,Expense,347.25
2023-11-17,Salary Deposit,Income,457.08
2023-07-17,Salary Deposit,Income,686.52
2022-02-06,Salary Deposit,Income,232.08
2022-09-21,Misc Income,Income,357.01
2023-05-21,Amazon,Expense,31.69
2024-02-06,Car Insurance,Expense,792.5
2022-09-26,Starbucks,Expense,966.92
2024-05-05,Walmart,Expense,322.87
2023-02-07,Salary Deposit,Income,368.15
2023-02-16,Walmart,Expense,286.14
2024-01-20,Salary Deposit,Income,452.88
2023-02-04,Salary Deposit,Income,672.16
2024-02-09,Home Depot,Expense,558.41
2022-08-19,Salary Deposit,Income,266.1
2022-04-01,Salary Deposit,Income,304.59
2022-02-09,Best Buy,Expense,10.4
2023-07-30,Walmart,Expense,193.33
2023-11-21,Salary Deposit,Income,283.32
2023-10-09,Misc Income,Income,826.46
2024-03-04,Walmart,Expense,113.77
2023-01-23,Gym Membership,Expense,174.78
2024-12-25,Salary Deposit,Income,216.81
2022-07-25,Walgreens,Expense,106.61
2023-03-27,Salary Deposit,Income,162.61
2023-01-24,Target,Expense,909.29
2024-03-17,Salary Deposit,Income,220.94
2024-11-17,Salary Deposit,Income,896.24
2022-08-15,Misc Income,Income,289.7
2024-05-06,CVS Pharmacy,Expense,607.57
2023-10-14,Salary Deposit,Income,969.9
2022-11-01,Salary Deposit,Income,993.52
2024-02-01,Salary Deposit,Income,983.65
2022-02-08,Car Insurance,Expense,688.24
2023-09-11,Gym Membership,Expense,897.08
2024-08-01,Salary Deposit,Income,267.89
2023-07-15,Misc Income,Income,227.27
2023-01-30,Water Utility,Expense,511.74
2022-09-05,Salary Deposit,Income,666.61
2022-10-02,Rent Payment,Expense,252.07
2024-01-30,Walmart,Expense,802.77
2022-07-08,Misc Income,Income,735.88
2023-06-04,Amazon,Expense,378.29
2023-03-07,Phone Company,Expense,663.6
2022-01-15,Salary Deposit,Income,581.19
2023-08-10,Costco,Expense,607.21
2022-10-06,Salary Deposit,Income,629.9
2024-08-12,Misc Income,Income,360.6
2024-03-30,Salary Deposit,Income,587.14
2024-01-24,Best Buy,Expense,259.53
2023-12-03,Gym Membership,Expense,110.1
2024-06-19,Amazon,Expense,821.84
2022-08-16,Health Insurance,Expense,182.51
2023-07-20,Gym Membership,Expense,524.54
2022-08-09,Internet Provider,Expense,81.7
2024-04-24,Kroger,Expense,799.48
2023-05-26,Salary Deposit,Income,21.32
2024-12-11,Starbucks,Expense,107.96
2024-03-14,Spotify,Expense,334.52
2023-04-27,Rent Payment,Expense,501.8
2022-03-06,Phone Company,Expense,694.32
2022-08-11,Salary Deposit,Income,236.89
2023-04-11,Salary Deposit,Income,222.22
2022-09-11,Shell Gas,Expense,95.56
2023-05-21,Salary Deposit,Income,132.34
2022-07-04,Home Depot,Expense,237.43
2024-01-04,Salary Deposit,Income,270.76
2023-07-25,Salary Deposit,Income,500.4
2022-02-18,Misc Income,Income,13.75
2023-07-24,Salary Deposit,Income,597.89
2024-12-27,McDonald's,Expense,674.64
2023-06-27,Internet Provider,Expense,727.01
2024-08-18,Electric Company,Expense,966.54
2023-07-17,Kroger,Expense,830.07
2023-02-24,Target,Expense,79.14
2023-09-14,Netflix,Expense,153.42
2024-08-08,Misc Income,Income,688.86
2022-08-09,Misc Income,Income,918.33
2023-01-19,Target,Expense,360.54
2024-07-30,Salary Deposit,Income,190.55
2024-07-24,Salary Deposit,Income,840.83
2023-12-12,McDonald's,Expense,375.21
2024-03-08,Electric Company,Expense,499.06
2022-01-29,Apple Store,Expense,962.31
2022-08-20,Best Buy,Expense,1.32
2023-08-19,Salary Deposit,Income,282.48
2023-12-12,Salary Deposit,Income,730.68
2024-06-29,Apple Store,Expense,339.17
2024-05-13,Salary Deposit,Income,817.71
2023-11-03,Netflix,Expense,807.18
2024-06-01,Spotify,Expense,781.58
2022-08-03,Phone Company,Expense,681.36
2023-04-04,Salary Deposit,Income,58.06
2022-02-24,Walmart,Expense,667.27
2023-07-12,Salary Deposit,Income,194.69
2024-09-05,Gym Membership,Expense,371.35
2023-04-11,Rent Payment,Expense,213.65
2022-12-02,Apple Store,Expense,159.68
2022-09-12,Salary Deposit,Income,815.92
2023-11-01,Salary Deposit,Income,725.11
2024-04-10,Salary Deposit,Income,28.3
2022-06-02,Apple Store,Expense,425.61
2024-09-16,Misc Income,Income,991.53
2022-03-14,Amazon,Expense,99.18
2022-11-26,Salary Deposit,Income,363.09
2022-08-02,Home Depot,Expense,479.37
2022-06-01,Best Buy,Expense,50.03
2024-03-18,Internet Provider,Expense,884.99
2024-11-05,Rent Payment,Expense,755.04
2023-06-12,CVS Pharmacy,Expense,407.52
2023-03-09,Costco,Expense,552.49
2022-01-02,Salary Deposit,Income,692.73
2022-02-25,Water Utility,Expense,106.55
2023-09-10,Internet Provider,Expense,597.31
2024-06-24,Salary Deposit,Income,552.17
2022-06-30,Salary Deposit,Income,326.84
2022-05-02,Salary Deposit,Income,135.12
2023-06-12,Salary Deposit,Income,856.59
2022-09-29,Salary Deposit,Income,444.66
2024-02-15,Misc Income,Income,523.12
2022-02-24,Phone Company,Expense,183.88
2023-04-21,Netflix,Expense,710.91
2023-11-29,Salary Deposit,Income,451.54
2022-06-11,Misc Income,Income,184.46
2023-08-28,Salary Deposit,Income,147.66
2023-05-02,McDonald's,Expense,366.17
2023-11-05,Salary Deposit,Income,938.08
2022-07-12,CVS Pharmacy,Expense,831.86
2022-11-28,Misc Income,Income,265.28
2023-02-09,Costco,Expense,134.67
2022-04-19,Salary Deposit,Income,814.51
2023-11-27,Gym Membership,Expense,949.72
2024-07-31,Netflix,Expense,465.96
2023-09-08,Starbucks,Expense,491.14
2023-08-31,Salary Deposit,Income,396.62
2023-10-17,Salary Deposit,Income,764.35
2022-08-22,Salary Deposit,Income,907.92
2022-11-20,Costco,Expense,126.83
2023-12-18,Internet Provider,Expense,982.34
2023-05-12,Starbucks,Expense,533.93
2022-12-08,Health Insurance,Expense,870.52
2024-09-12,McDonald's,Expense,11.34
2023-12-09,Salary Deposit,Income,942.86
2024-08-18,Target,Expense,791.66
2024-06-03,Misc Income,Income,31.6
2024-06-15,Salary Deposit,Income,833.57
2023-02-22,Salary Deposit,Income,2.99
2023-04-14,Salary Deposit,Income,172.71
2023-04-10,Salary Deposit,Income,346.37
2022-11-27,Salary Deposit,Income,228.57
2024-09-16,Gym Membership,Expense,210.31
2023-08-04,Spotify,Expense,734.96
2022-02-06,Electric Company,Expense,385.44
2024-10-20,Walgreens,Expense,63.14
2022-01-10,Salary Deposit,Income,666.63
2024-01-07,CVS Pharmacy,Expense,652.56
2022-04-22,Salary Deposit,Income,503.23
2024-01-15,Salary Deposit,Income,576.85
2022-01-26,Salary Deposit,Income,998.2
2023-11-22,Salary Deposit,Income,861.86
2023-02-04,Salary Deposit,Income,368.94
2023-05-06,Salary Deposit,Income,643.34
2024-07-01,Best Buy,Expense,225.06
2024-11-02,Home Depot,Expense,424.39
2022-01-11,Starbucks,Expense,498.19
2023-10-24,Rent Payment,Expense,398.03
2024-05-31,Salary Deposit,Income,511.53
2024-08-27,Uber,Expense,245.13
2024-07-29,Target,Expense,904.47
2022-01-07,Gym Membership,Expense,281.65
2024-02-05,Misc Income,Income,941.98
2023-02-03,Kroger,Expense,359.21
2022-10-03,Health Insurance,Expense,878.43
2023-06-19,Salary Deposit,Income,300.36
2024-10-26,Water Utility,Expense,76.81
2024-05-22,Misc Income,Income,69.59
2023-12-18,Salary Deposit,Income,877.2
2022-02-14,Salary Deposit,Income,198.71
2023-09-15,Netflix,Expense,718.75
2023-02-11,Salary Deposit,Income,51.99
2022-05-28,Salary Deposit,Income,790.19
2023-03-11,Salary Deposit,Income,321.71
2024-03-05,CVS Pharmacy,Expense,844.83
2022-02-17,Netflix,Expense,266.54
2022-09-09,Salary Deposit,Income,212.39
2022-01-28,Health Insurance,Expense,676.04
2022-01-04,Salary Deposit,Income,244.25
2023-01-13,Salary Deposit,Income,193.48
2022-09-26,Netflix,Expense,111.53
2022-09-05,Salary Deposit,Income,662.3
2022-10-24,Walgreens,Expense,840.76
2023-11-06,Salary Deposit,Income,337.26
2023-02-20,Netflix,Expense,273.8
2022-10-18,Uber,Expense,329.73
2022-04-12,Costco,Expense,640.93
2024-02-14,Kroger,Expense,973.93
2024-12-04,Internet Provider,Expense,627.95
2022-12-20,Misc Income,Income,212.14
2024-07-24,Misc Income,Income,323.83
2023-06-30,Best Buy,Expense,926.18
2024-06-18,Costco,Expense,726.35
2024-03-29,Internet Provider,Expense,80.53
2023-05-27,Salary Deposit,Income,220.6
2024-07-08,Shell Gas,Expense,818.2
2024-03-14,CVS Pharmacy,Expense,941.26
2024-06-07,Salary Deposit,Income,569.49
2024-03-28,Salary Deposit,Income,904.19
2023-11-18,Misc Income,Income,614.3
2023-05-30,Salary Deposit,Income,377.91
2024-03-25,Salary Deposit,Income,889.83
2022-04-25,Health Insurance,Expense,124.85
2022-06-24,Salary Deposit,Income,447.24
2024-01-08,Salary Deposit,Income,986.23
2023-09-20,Apple Store,Expense,565.58
2022-04-18,Health Insurance,Expense,725.53
2022-06-02,McDonald's,Expense,645.68
2024-01-09,Phone Company,Expense,388.97
2024-09-04,Salary Deposit,Income,713.91
2023-08-02,Costco,Expense,725.68
2022-11-22,Salary Deposit,Income,18.81
